filename,label
task1/ETvmFx3egF2ssd1v.png,1
task1/yjxYumFl9cJGZ4S9.png,6
task1/5QVQG5THQasR7dzW.png,1
task1/2UAyIw1QGpgcaZD5.png,0
task1/g1IxzgKRbvFIY9Vr.png,4
task1/Cf8XGgei2Q35dlQi.png,3
task1/SSc0ubSt8tiQkBnQ.png,6
task1/jupt0ktE9xkyTwHX.png,3
task1/YZEvWhcpCVEFdttS.png,8
task1/0FkXih1WOr8xqTUD.png,1
task1/hPYqvXor8BRCyeBK.png,3
task1/pQt0GJW7BtWlBhh9.png,9
task1/ZsPPr6vpmtEQMjUj.png,3
task1/jBr2YE1IYoWV1B2K.png,2
task1/vMRIJ03y2TEsJXFw.png,9
task1/FO6Bqy2AndKJQuVQ.png,3
task1/YOS5dYoo6JGf0EhP.png,0
task1/j4HQqKsjWNM87oOD.png,9
task1/RBvKOMbn7u8rME0E.png,6
task1/v9LADbXKLP8hLFWI.png,7
task1/JUlXYAcSSwvhrwAx.png,6
task1/CYWmzxFE9qKrfJn3.png,3
task1/ChBb9bYQa3IYA5mN.png,2
task1/A1wFhwym8lK1m3xM.png,0
task1/nD7XGCiWnP0QzNH3.png,3
task1/lzFGo68tlhj9sEAC.png,3
task1/pIVgxLiF2DZ5QRcy.png,2
task1/f5kyWLwnMb3JsIQN.png,7
task1/CuBCIV4H5AyoJOa5.png,7
task1/xXjE2ZCaQoQ3icyM.png,8
task1/OCBzl2CtCJfPG5G7.png,5
task1/FNS9nhGxnjXsLEz7.png,7
task1/yUT9PdkEw7Wt1VvZ.png,5
task1/BW9wiO9pGcCXOI9E.png,8
task1/jSJbbNS9XfdnvHjF.png,6
task1/inUuWzPDAQsqJW5S.png,1
task1/uJCEQSm9sxxAVN5U.png,4
task1/NBtJ3kIWyhOp6Hh1.png,1
task1/HFEu91cMX82coE2X.png,9
task1/3Mn1lLreynQQP46Q.png,1
task1/gXojgvlOSEFjSbY0.png,0
task1/uyTkl0Y4hxOI0Gx6.png,9
task1/lS3ljlJpsSZ5wi7o.png,9
task1/bACh7GDfLE4lvTwt.png,7
task1/6STe5ySDZ7tlDxaG.png,4
task1/ccCN4dMKRVhFknix.png,0
task1/1M4o7weJq5t4NUy0.png,9
task1/ZlQzKHPHzFOlck5t.png,1
task1/67GgKKxsiP0mzlik.png,8
task1/AjMgjFcuBRLQyKC1.png,3
task1/2VFlmrpX6CWu9Lyp.png,5
task1/f0M0I9M8XR5oyVmh.png,5
task1/L6OwaRq8TG2LUnln.png,0
task1/jfZpBTJA9Jl6r1SR.png,7
task1/6DtaTqXA5qN8a15m.png,7
task1/oDB9EOoXZwDiTGVm.png,6
task1/IykFSuFHvLDp1K7u.png,3
task1/1Cxehe5t1dPlFOkm.png,5
task1/yPHVTB2ykgtMjMpA.png,4
task1/llluq74AWI8UUTeB.png,1
task1/IROs3gurzJnH4dAn.png,8
task1/mHDGwPvzaTujhWpQ.png,2
task1/OicgaKdNs358toix.png,0
task1/wByjOf0H6R3I3qje.png,0
task1/bje6TW4uyRnrYj4R.png,1
task1/QJuyP3ZKWQEfqi1P.png,5
task1/urXnYyk45k5yrnUX.png,8
task1/ku58JdHFxBe3QTLz.png,4
task1/zcj7keHBCmjoOBcW.png,7
task1/2uvQoD09EScdLpn0.png,2
task1/77yDW0xPpkRY2H9a.png,7
task1/sa4mrY5y04yMjUoM.png,0
task1/LHhK6muP3UmM7iWp.png,4
task1/7ip7xAdvxUoieoBh.png,0
task1/zrwsGwOtR9iTBdKP.png,8
task1/AKbYlEl8oczZIC1Z.png,8
task1/dR3N7c9P4x2ThswG.png,7
task1/dE6i2FjdQJRQ1NhT.png,8
task1/yFyeExFmVpyrf4it.png,8
task1/C2SHcDT5yCkrBOiP.png,4
task1/5PJnXxwqIpFfbkwN.png,5
task1/G6ciXRnEIp35QYGD.png,0
task1/2rKspsIjHcHwIvoy.png,0
task1/ZJZw4IS7RtTRBFbe.png,9
task1/KS4o6bDC8iOpdiIs.png,9
task1/a89qq8gJVrJ57ziU.png,9
task1/SfAIGVwYgWjpzoqa.png,0
task1/7DgPwFE5PNB7lL5g.png,9
task1/MyTrPGR6F5RIgLCl.png,3
task1/hVBuLVKzpOi9edDS.png,7
task1/AjciiR6nvIcwkJ0c.png,9
task1/EqRq7pUM0XAWPYFD.png,6
task1/HWRXMWrpr3KkquWU.png,3
task1/DpNJ0lkbtb9MfNVl.png,5
task1/AKUaRJcMkRZkVAGR.png,0
task1/rvyF2a7b5qqeMpqs.png,1
task1/X2pnpmMLlzec3BMC.png,5
task1/Jeab0SZMz53NSXLs.png,2
task1/cAuIDCgpbNZTooOd.png,7
task1/Qc9zMda3VFdQRItN.png,4
task1/mh8HPO3EYOPqKDJz.png,4
task1/khjfHGxS7WDAb2NG.png,0
task1/X5BrhLCfmqXm2rmi.png,8
task1/OcL4OVfLPpCaXFt2.png,0
task1/bphwUeJL1YhPsKzP.png,7
task1/qb0VTU8R86GB5jtc.png,5
task1/Y5lgfguWvksN9ctG.png,5
task1/fg1GNwMZdlPyeOGQ.png,4
task1/ggx6c0j2wvL89EwL.png,2
task1/F8JmDCrxktXpplSw.png,0
task1/f5OS3IMoqDfu1BUg.png,6
task1/195fWFAK4dzysd0I.png,2
task1/Be9NSM6Nv1HvmyB1.png,6
task1/lgjqOCVCOz6VPz5Z.png,8
task1/ZbcVRGe43sDnHosQ.png,3
task1/o1skNrlXpF61MlId.png,0
task1/JBpDjX2jAPfIlr9F.png,5
task1/7EFaEt8fRz21vp0k.png,5
task1/EBASODmjWYMQNs36.png,3
task1/D5VAnxqUFhWPrart.png,2
task1/vZ3Gfe8FsDejqDn0.png,8
task1/D4bpN7Se2a3u3HjX.png,1
task1/OB3LsxpGVYDBq29k.png,0
task1/qkbuqKQqr7SK9XvS.png,3
task1/XHkmarc669nZ2oj5.png,8
task1/PzTYAFFafRPDpPHs.png,3
task1/B1liAtWlpaMVPF1X.png,7
task1/heh0LGHZxQH4MFOg.png,1
task1/cI1JjN6J4IIhgsK7.png,8
task1/WYn33JjPB9neUlOy.png,1
task1/ZDV6cI6WUWUaHMhn.png,4
task1/oVJ9kkt4GVDILV2Y.png,5
task1/AZ8lOzDUO80391UV.png,2
task1/lntc2wDQDaZ6fm7z.png,6
task1/1YbIaVJYeoyM6xdA.png,3
task1/TZUggyqk564B09AM.png,6
task1/sVFkufBZrqTzITCL.png,5
task1/djNHLn6G77ntvoCx.png,7
task1/uTjFWynn2R4McXUX.png,1
task1/MYQ71VW4sjbGvq4w.png,4
task1/qXZMUQB19VFLLqUy.png,9
task1/4kJApOz2Tbn84pjX.png,8
task1/fkbI5gwKqMhgcEAZ.png,0
task1/CrYGnMcz6JNgjUlT.png,5
task1/YTzEsfATPjmTGlUy.png,2
task1/Jg8tEA8nBdIT2O5T.png,9
task1/B7RtvkJ53hzDZx3M.png,6
task1/XGzBSD7CgoDFGyXZ.png,2
task1/djECfp63zTfj4vji.png,9
task1/1VGfJI7tTifBddvE.png,7
task1/TnAqhIJUNblzsE8z.png,3
task1/PDcU4YcbMRjOQzMX.png,7
task1/6twSg6TFCfnaSLkJ.png,5
task1/uvdkuOjYP46rjSJV.png,2
task1/7Ufo72xgMlUBJtyS.png,0
task1/gJJKw5RE9EepHbkj.png,0
task1/oCkTUGe2qORswReG.png,2
task1/ZHVjHhNu0a7ilDjH.png,6
task1/UYn8wRigCicgYZo9.png,6
task1/szuuuNAYVtq42DbQ.png,9
task1/Kd1t2Uejg8J502TB.png,9
task1/H85RQ6dbWUvLSIDV.png,0
task1/M5yPcdNETLB1OKNk.png,9
task1/ydPi20JR4p8eV7Nj.png,0
task1/FttBK6GF9ozuwUjg.png,2
task1/ke8ljJ2v4x7Yb3VK.png,2
task1/Z9ghZS8dRmB8Tl3k.png,6
task1/3COveTxjLAhAS4E2.png,7
task1/dgitHlpTdbQGRf2K.png,8
task1/VMsGkyx4UwgNl3bU.png,5
task1/K2rWcxfnCbESXehO.png,0
task1/AxmYwugFc2D6BKMf.png,0
task1/uZcsDznCrfcPaYNO.png,2
task1/WWTm8Nl9Fpifj9Ak.png,9
task1/8GeMdKSsFaEHQfnl.png,3
task1/yXaa5jw48e0PawJF.png,6
task1/lKmt2RMPjskPuqi5.png,1
task1/JpPxn5NQ01whDZlk.png,4
task1/A16HifAUEbQoXKDu.png,0
task1/vnro6wwNC36bAb8H.png,3
task1/6BgAaI8ELM9aJxFO.png,3
task1/RuZSSSHyaTH7BSpj.png,3
task1/d475Yv7ztJACiPmN.png,6
task1/ozLSWHEVccTwv3BQ.png,1
task1/RJonnsuXGmA9PUrT.png,5
task1/JukpTTMEHBnVIy2j.png,7
task1/RWh68zoybGxS701b.png,4
task1/kDmO0fUMzHoC4ghc.png,8
task1/eytFzbWHo0X8wwB2.png,9
task1/ZUj7eVkuTppXy1t7.png,6
task1/JDUPIEg4ATAckjcy.png,4
task1/5ypI2saFhmaEEmW3.png,3
task1/10WFDUCQBChpoWzm.png,8
task1/2iJwp1R61Hxod6eD.png,0
task1/hXGBwvc9UVVGJkrC.png,1
task1/KTlzAGItyNfukcbM.png,7
task1/MeIvM8jXaoZhBX6l.png,2
task1/KddqVoKoRKKpnvqA.png,8
task1/ghaMTpnjFCGXqzUF.png,4
task1/eyyFpcrp5A5xeK1v.png,6
task1/bZlbIjfyFpxvZJ6P.png,2
task1/ZWFS91dPhnqjNPWU.png,9
task1/moV64rBzmHgDqgiZ.png,9
task1/uMHURnlI6YFSrKB7.png,9
task1/qDRjjvCzybbPvCIZ.png,9
task1/OmMhrJRGe1cXz1U6.png,9
task1/78XaXoTlRpwpQevg.png,8
task1/b4f4NJXzoeAmohdU.png,1
task1/KyY8H9xxmzNFT91f.png,2
task1/G3icQa1EoSaT0u7r.png,2
task1/2vsUyVPzISGhVBjZ.png,2
task1/MYjs7zgsS7yFkaT4.png,6
task1/f8H51dfNgjIr0BBS.png,7
task1/jBc5GnJT7aa6sifw.png,0
task1/nA9rCCAcYEw6zTzb.png,0
task1/2DxwtaLs81H3Vl76.png,2
task1/qRdtHbxA2VmzYohd.png,9
task1/KFLb1paJCq1nlI52.png,4
task1/IDaZ8uLCHHZsNxiM.png,9
task1/jzASEPC2yOyqr5xJ.png,9
task1/X28Th4JVTAwcXxLa.png,7
task1/hcyH1IQkGBmIB9Qi.png,9
task1/GgxA95UWxE6X0BYf.png,8
task1/YyzOFCqT0Xh7zAru.png,2
task1/M1sua7tSPolsqkHh.png,9
task1/MMNnGfhPuQNpANy4.png,0
task1/bT6KvzX0JVC8C3TA.png,6
task1/xhQoo11BqWVVQ1Ok.png,9
task1/FnR3FxKfPGVaWel5.png,6
task1/aqFdDrncs7xJo0t3.png,6
task1/CtzzXpw1P8CBtJWW.png,1
task1/mR7oNTvQ60mWkPSc.png,2
task1/HUOVhH1Kl6b7pLNZ.png,0
task1/pPWqsKF7DsUdoGJy.png,6
task1/LRM9J2zYZ1Rcbp6K.png,0
task1/hKVllSMakSibUMk4.png,5
task1/mVDPlEaAVwvZX5Ge.png,4
task1/RjZnbMp2cYzkm8Uw.png,8
task1/pnZpOj5VwtObvR7o.png,7
task1/Fzne8nML8FIg9qI0.png,5
task1/LR9EkdU79T51yZqr.png,0
task1/zDQGEPjq9GEo9C0t.png,4
task1/dgOxz93KiWC0i7hY.png,0
task1/whMDPleGb0muRKFY.png,2
task1/WH6UJziI084B7WD4.png,0
task1/zaB3385U4LP40vjf.png,4
task1/cgk1G5HweIxKHWjC.png,3
task1/2xKOh4X8eWwpwb5B.png,9
task1/SYYkLqbYT6BOitCA.png,0
task1/ehcHIuWu8wOpd2QN.png,2
task1/o44GTAWVav37rnXQ.png,8
task1/Rozziing8N33Hyoy.png,9
task1/im9pUdrV0qbBc64P.png,9
task1/ielOH1hlDJXfG2vJ.png,0
task1/7OFPB7CVPtpnhm5K.png,2
task1/1PNLrY7reBslP2YF.png,2
task1/ugbdjI1HFxAqq89R.png,9
task1/cnUwze6H3lKwstkc.png,4
task1/8KMbwy2p1gAfSZiD.png,8
task1/SkNUBZ8UGKu8qSWt.png,1
task1/RSBFXtWVMgaoA4CH.png,5
task1/2VXG2Z9BbhuJ5M3t.png,7
task1/xM8sxt8rhXZ8bluL.png,8
task1/P2sEcmEEAhR2NLhI.png,2
task1/qbq4criRqHqYcNjR.png,0
task1/YCm9IPoyalQ4SP6X.png,1
task1/8SCGMxFoSPaNtQfA.png,4
task1/rhUXdFNpkb1WoNtr.png,0
task1/mgQLDKsrOJMPyQwB.png,1
task1/1VUnevowEeB0wOFv.png,5
task1/wfslrBEziuRhLsca.png,7
task1/cTVRZHH77c4GNQVj.png,1
task1/4rN99g01OBxTNu6X.png,6
task1/RxAbDXcMUHKSCyel.png,5
task1/Uy4iuDAOH4co4Osn.png,9
task1/GvlKICCzc4i3cebf.png,7
task1/Qgxh2aenn0ehUdz0.png,8
task1/38PyHmfpm7ZcxRi6.png,9
task1/AbhKnU4Pbt7jFMiE.png,3
task1/BgPQcHrFXJ0JUQmL.png,1
task1/zP7gb3L2oGe4l83A.png,7
task1/1EnPOswWPeCh5QyP.png,1
task1/MXBpslo2XtHWRuaG.png,5
task1/yTdB5Bof2ceVUn2T.png,9
task1/KZNljteIH5Syhqim.png,9
task1/G0ngYK6vJ3jr8JpZ.png,5
task1/tYL038A2PJQtgI7t.png,5
task1/Mv7LSeO7V1KwOJy3.png,4
task1/GXEn6vsO0aa2EzLA.png,6
task1/pJJUEeouOKBmBCUX.png,4
task1/6ftDWkyEubunQLaR.png,9
task1/dHVQzRXAnY6xx9l0.png,4
task1/fu46dEYPvlIkVXAq.png,8
task1/XOqfRx2R6SnoEjFr.png,3
task1/6RkBZAZkFMubxc69.png,4
task1/A7QFsZHlKMrc7bqE.png,0
task1/rxCICRQmQySSFC2u.png,3
task1/AurGBqkckTwSB07I.png,0
task1/rDbCXVDDoxXFUehv.png,1
task1/U0wj5rGanD3odD6S.png,2
task1/RYSZcnQCuEizajpr.png,0
task1/L1qprlxFPJASEb4r.png,8
task1/GDacBaRkQxDSjUDe.png,1
task1/GwzC8oDLFd4Cq7oJ.png,8
task1/gjm0v8VXJwKfylXc.png,8
task1/LBaeRua2abe6hxNd.png,8
task1/UmeJCC5SHBKfNiZj.png,7
task1/RvnSwHzuexF7KIOF.png,2
task1/23fP0R06KpBa0FUj.png,1
task1/wXeXSMh9fXMls2St.png,6
task1/rjfu9N8oN4iL5v1f.png,8
task1/aq4ewiYCRKt4T2hM.png,9
task1/L0kXqfasaUGrTzkw.png,1
task1/CHYt4Zu6tAS7xzJ6.png,9
task1/CuBjxBNnt5NAJepj.png,7
task1/bngeaoTfGRRSztve.png,1
task1/gAcFJ8bP5U6PaorA.png,1
task1/uIRXZcfkt2msH6vG.png,3
task1/4KNgKoRAjBGNXxqn.png,3
task1/Y8Bey5eoec7m4yRn.png,7
task1/RgH1C2bkFWFF0IcQ.png,2
task1/ErFFdjtxsO6ZkAnk.png,4
task1/ByDKip1ajB1ATBA2.png,9
task1/iHNfndeWH3Hc3yTs.png,6
task1/zeIUaN12vkEHPQ0Q.png,5
task1/VPxrIgSG9XKS61Ez.png,1
task1/TnGnXrEKL5bDwIcY.png,9
task1/ixR3Su7WAzEEn584.png,6
task1/IavPzra7KakPZhAq.png,6
task1/TQ2XMDgTqMeWUCOE.png,9
task1/ezNhsDPbRwvGUiIJ.png,4
task1/Vds222wFNWL5c3At.png,4
task1/5NrHOhGopibhVVYG.png,3
task1/lE29sW1VToKrtBw3.png,1
task1/PPaUpiGBBZ9XRCGz.png,8
task1/FfsCqcKvho1xFiKS.png,8
task1/LhAkIw01ghlrrdv6.png,3
task1/ODfMMcNguhLpChxY.png,5
task1/6Pkl8aVPzsS296kh.png,4
task1/CxSwwZnpQgSKwlfF.png,6
task1/7AiPSVhIz7NetQPk.png,1
task1/2ghagbbcd1jRL5Ah.png,3
task1/XpiUeiQGENeByAuf.png,5
task1/pAvFAcD5xTVrG1TL.png,1
task1/88cPfLknVqok2Zia.png,1
task1/DaKThPsVG7xpvYfd.png,7
task1/r9upQtChN34DxPZ7.png,0
task1/grKX7hZSfIccTwZt.png,7
task1/QCPJZnzoJlbKkFRM.png,1
task1/SavRCjNLQnNZapIa.png,3
task1/illJtPCpwWQNQqY0.png,4
task1/rmmjsyEsSfyaD0og.png,5
task1/xDK1YJRIzIvPpMP0.png,4
task1/bEjD2oM7diMJLUo5.png,0
task1/iX57PpHB6Uau6rcB.png,4
task1/Ecsaq7xMhhQhKGa6.png,2
task1/gZxLEBbo7gZ02XeE.png,4
task1/lno0lUHI5rOxVBqS.png,8
task1/yJzYAt1Ej1z1eAd5.png,9
task1/Rrfx0FcwviIPkyAY.png,6
task1/ujWfK0vBDy7kM9CR.png,6
task1/EZESUDGNPnkvokva.png,2
task1/bCR0rsHkhKtTwRPW.png,0
task1/Fb1Fa2OuF8wRZLAz.png,6
task1/YiAR8barv60y64cf.png,9
task1/rl6gZaiySkRWwWAo.png,4
task1/1o9amubpozjVIV1v.png,1
task1/U3hnV9pg3lZmr1Dr.png,6
task1/51hRBMCfDvOdww33.png,9
task1/K3sopehsWtbzfAH0.png,1
task1/r6rOIyLp6P31gD8O.png,7
task1/xyf9Pf94E8pCmikI.png,2
task1/taUyT4quXCmD8utg.png,9
task1/tKToJ40tSMSRWcjz.png,4
task1/WlSvoNZV7PmDwy4g.png,3
task1/TGp3CUA68e2JUBSJ.png,4
task1/KcSQxyGpO90Ey0jd.png,3
task1/eiJhLkAOWCCI3ill.png,3
task1/idLXzIXhY6SUDYTv.png,6
task1/hCmMXdXrmVGIPQeW.png,4
task1/SbDIGiYpGpP6JCVG.png,0
task1/R9fghBsJtk4tWOo7.png,5
task1/bh6kmAd1N7Y4Ogbj.png,0
task1/PyaHMbxJccIJESID.png,8
task1/WLbaCZVKjueLEznO.png,3
task1/SXDI0e4MUHfdY3vG.png,2
task1/bVIkR9CksxpRCN2v.png,3
task1/hGwUaHGvSpg3dLW8.png,3
task1/JSbSNXDHRQgu8717.png,0
task1/3PnOusxMj3QLindH.png,4
task1/yTL8yZA0bPW7ATHf.png,4
task1/pbsSTTMBoNKfZ4IL.png,1
task1/1A59Z3y10ROHmYWu.png,4
task1/LJ4lMzncazOWxugv.png,0
task1/4RjmGaOaWJaLKK4v.png,4
task1/eakWB6bgTZtPzjdH.png,6
task1/PkVGulBuIhzOdEAB.png,6
task1/yu6uJgCcmt5ERHFN.png,6
task1/0z3xRDsvbuEQK2ez.png,2
task1/1Vk8mpAcOvMumASO.png,6
task1/BmvZ5AZhcM4zyxQK.png,9
task1/H9SRjuCQeClnnvFm.png,6
task1/DVB3w3mDAoqPDddW.png,9
task1/aaNJGtOwKwxxBtcS.png,0
task1/C6mqmhmkg5ZRHphG.png,7
task1/PO2qG4z9AKwwKsZO.png,7
task1/oWWCFBkZ5eO6QjjA.png,7
task1/3x0ax91EcPDvGBpm.png,9
task1/ML01ZpMj3XXwijmP.png,8
task1/ex5EYH9at3q4pvp6.png,2
task1/Ko00vpf1fmbeZvUZ.png,4
task1/zibRzNKRypLgip5q.png,7
task1/EV52neG0SKtsR7eG.png,8
task1/6TES0VYYDI31dLcp.png,0
task1/GKvFu8t3tJnuqBTE.png,4
task1/Y4ORa58Al3tkEOCj.png,2
task1/2Wk78kI5TXYOZmd7.png,0
task1/chZnyVE2Tn3eRjW1.png,0
task1/lgFXOpBVH8hgewof.png,0
task1/yPieKedTzewHDFRw.png,2
task1/28tY4IyIZGSUKBL9.png,8
task1/tzqeSTjw6QZpnz88.png,8
task1/tkQQs8w8jVRf26zw.png,7
task1/8iYsjYNpFCsxKMTa.png,7
task1/2Gar0piYTt5yBO5t.png,3
task1/yv5OHQ7fAXCOvGns.png,3
task1/u2VBNqebSf5cHjbG.png,6
task1/NyRM9itVCIAFA1bg.png,8
task1/mb0F0Ys2h313fFyh.png,2
task1/09VxVeZhAtYtqFOG.png,0
task1/mF8PYCZZIqXLiAHD.png,7
task1/PP5qykNhGb8knIz4.png,8
task1/LMtAAMouk3N8oDOK.png,0
task1/YIwRQ53tnfEUhyr1.png,7
task1/qhuTpIqWEix0xWMZ.png,5
task1/3jJCpAGnESsw9Qsa.png,1
task1/fL0NHOZTNP5pywXh.png,3
task1/sgluZ9RGNgWTlcND.png,8
task1/OtJFUcRw4Hs97Qb5.png,1
task1/6Bq2vJFmO08DtS2g.png,8
task1/erX2OzmIFWzKCd5f.png,4
task1/gBrcGx7BawRcrPoD.png,2
task1/k7GQuEEHLKErxSzj.png,5
task1/lAJk2MBV4RK4D87S.png,1
task1/FI9iN9MjNs8ui6nx.png,0
task1/eIVnjKO8CZhYCpgz.png,0
task1/FJHIkHGe3FVp5EHn.png,2
task1/pOQwHUuR5rrM4X2b.png,9
task1/UOnriIe0FyszDZFL.png,7
task1/eaE9qkITBBzvX5ip.png,0
task1/hsK9hfrzpPtj3pKi.png,3
task1/qyJ0UnPlYR2glvjZ.png,9
task1/PPUExBLYjWZe31jz.png,2
task1/2Si4Bk6HCuVpHqSz.png,9
task1/GhMhFH8btfZ5x4On.png,2
task1/O7QE9He4sw2xnVdq.png,3
task1/kcITm8l7zrOQZE5s.png,6
task1/HgxiFT3GimPnG4uO.png,1
task1/1F15M2o81CTWUPeF.png,0
task1/9PqQ3ibnAnZkDU3s.png,3
task1/bJAd3qhVWDqERR88.png,7
task1/fGthzNpz7GF2j2Hb.png,7
task1/F1UZbkXyVdxLH6kR.png,1
task1/LiL4wdL2WT6Ts36o.png,7
task1/MlCfcy46xFGN3rJj.png,4
task1/WPugV7yQx1PSSKQw.png,0
task1/rTwPGCioMkFTL8zz.png,2
task1/gQ9dnhmqlcbY1wEa.png,7
task1/Ouo2IemeIetFzYZS.png,0
task1/BKaGRsmPskKTao2t.png,4
task1/iU1TwtaLlNpfbfxK.png,3
task1/wi0wEvkzDWfsJQla.png,3
task1/HkBVfQs9h94J8R14.png,5
task1/85Jvmx9B7y2nSSqw.png,2
task1/mS3QQEu7wRQQF23f.png,7
task1/81NSJ4y0iY9Pjcnp.png,3
task1/rMBXE5HiywEU3bYa.png,6
task1/EXxH53pJs3CII7l4.png,7
task1/h3diYzfwRHlhNHzJ.png,3
task1/fw4EeAgtiJso9x4N.png,7
task1/zzvyvghoc9ipm36L.png,3
task1/NmpuiFIZeSwjHTuO.png,8
task1/nGehTtiL9J77EOPh.png,7
task1/oOLOhV3gPo3PGbUd.png,2
task1/q31FzRfnapQNWBPT.png,0
task1/HhzYVz7RhXT0AEk8.png,3
task1/PdYo4x4GQgLJCSWx.png,7
task1/eQVEsTRDnSL6Qcv5.png,3
task1/eYyT3lg1tYLpAxFI.png,1
task1/dsF9ggQ7uVTrYIgb.png,9
task1/aANuFoV7BSG7rwHX.png,3
task1/jBvoNUrRZpYSC9Sl.png,0
task1/RuW28GWk47LW8Tec.png,5
task1/dnHII1KeqmaQLI8U.png,8
task1/hzAyB1qADIqOSY8N.png,9
task1/eC50c9pK8Lnz9TIf.png,2
task1/1UDP8RUHnheWPGQn.png,6
task1/zApmrByRCQ33ozMi.png,6
task1/NAqcJi4YEbbSzLGE.png,8
task1/pEpz6bEJNmCtAXv3.png,8
task1/cn5O6FgfG5tGbdNI.png,3
task1/7VxJSDuhHPD5vJTb.png,0
task1/lICLUMiLoeYO4U9o.png,5
task1/v8ozQ2uRQX1orJdW.png,7
task1/ZUTsjJVePm3oUX5h.png,2
task1/7mFPGwhZ27poCDLx.png,7
task1/Sl9va1AKdYqXpLoE.png,0
task1/ca0AxOUtx6ca3C4h.png,8
task1/BFlGWmp8oEPhBxUa.png,2
task1/0lAbXqFSuxFBu8rp.png,5
task1/ho3tXNIn6HvxduhD.png,2
task1/30LnwU5K9MZikrkN.png,0
task1/Vtyiv1EhJ0UDA4XP.png,1
task1/jzPw6fdwjnF0rclK.png,1
task1/QidjMiHwWPdIpbxe.png,7
task1/llS4kY6KqPS0DbHk.png,7
task1/Y4NWyE5bt1gzPevA.png,1
task1/6IFQoSYD7aoihE8j.png,8
task1/FKcBEEGviRoeO7Ql.png,8
task1/UFfUKWnszlPoedW5.png,8
task1/2xHipGpkU9SwTRTn.png,9
task1/0wjY5mJ7cu72uk8R.png,5
task1/d5zBuCFGjPKcdIEi.png,8
task1/27UtgimFSkZYzFgl.png,5
task1/Bg2FPzxmHMAfD0OM.png,8
task1/31ucb9MEChPzETCg.png,4
task1/3SfZ0cIobNVHJhDB.png,3
task1/695C6xqNOvOIpyzm.png,3
task1/8sgmnqcDbQJ66zOy.png,9
task1/pE4xm7EnRdbE6Eck.png,7
task1/sO3ljKb49ge1lk1N.png,5
task1/RkZ896v2v52CL5kv.png,3
task1/6XwMZnEM8bIR7oXa.png,1
task1/itSXvv3AFVSqDjgd.png,3
task1/CexaZsabPsaQOgaT.png,8
task1/NP7AgNhI2dotUHFE.png,4
task1/ZBWzWo8FN2w592Io.png,4
task1/R2NHOoy0HmCk1kDp.png,6
task1/WQLNqAipyUFE2YDV.png,8
task1/83AKHNBiMwbRwgGG.png,3
task1/vRnjneV1P1vuqtlf.png,9
task1/r5kZUrawOgr7RV4z.png,2
task1/TkU1vfDAdf3jN3C6.png,9
task1/ljpATMKSYILRi9cv.png,0
task1/kONlANaOWNCcB1hO.png,1
task1/NpMNyYbz6DQfdIuR.png,2
task1/oA46gJeDDX7ZDTnE.png,8
task1/oQJfaKIyUzsokiHr.png,7
task1/9x4OaYAtUSU65UmB.png,7
task1/01eNAqVjBRbNjJK0.png,5
task1/HwwK74FGG0JWkjvM.png,0
task1/V6PGkmrt6loZn7pC.png,0
task1/zJwZrQmyYF8IsSuT.png,6
task1/mAzHpI0IazP0fmDS.png,0
